Time,Action,Price,Reason,PnL_Pct
2026-01-17 01:59:20,SELL_SHORT,95101.5,Conf: 0.46,0
2026-01-17 02:05:57,SELL_SHORT,95117.9,Conf: 0.47,0
2026-01-17 02:07:11,SELL_SHORT,95129.8,Conf: 0.47,0
2026-01-17 02:07:44,SELL_SHORT,95129.8,Conf: 0.47,0
